CityFIPS,ID,0-0.5,0.5-4,9-May,14-Oct,15-19,20-24,25-34,35-39,40-44,45-49,50-54,55-60,60-64,65-69,70-74,75+
603526,CA|Bakersfield,0.076800841,0.083942006,0.130525662,0.146000236,0.147359963,0.113256811,0.15056286,0.192932948,0.196889561,0.199634412,0.33505984,0.333901292,0.33265873,0.474678652,0.474678652,0.474678652
603666,CA|Baldwin Park,0.064554361,0.07097176,0.111295504,0.125783826,0.128731697,0.106900812,0.141521218,0.178480456,0.183159617,0.186194013,0.314075279,0.312888002,0.311614628,0.451790817,0.451790817,0.451790817
604982,CA|Bellflower,0.069912196,0.076401971,0.118635261,0.133037349,0.135567811,0.107947012,0.142741673,0.179902664,0.184612873,0.187656419,0.316295617,0.315111415,0.313841338,0.453991248,0.453991248,0.453991248
606000,CA|Berkeley,0.071443006,0.076412871,0.113962301,0.125074557,0.126502372,0.091429151,0.122593556,0.155899482,0.160359015,0.163221294,0.278984688,0.277751328,0.27642853,0.410046757,0.410046757,0.410046757
608786,CA|Buena Park,0.066085171,0.071368668,0.108318838,0.120335453,0.12236663,0.098908891,0.131232626,0.167111381,0.172354648,0.175350007,0.299300376,0.298098024,0.296808482,0.434869567,0.434869567,0.434869567
608954,CA|Burbank,0.066850576,0.072230576,0.109746012,0.121932925,0.123722059,0.094474445,0.126663893,0.160860426,0.165154369,0.168074049,0.285946575,0.284721344,0.283407262,0.418360625,0.418360625,0.418360625
611194,CA|Carlsbad,0.064554361,0.068896962,0.102177919,0.112268822,0.113408923,0.083598946,0.113805667,0.146248436,0.150389938,0.153106724,0.263377035,0.262123042,0.260778114,0.39228084,0.39228084,0.39228084
611530,CA|Carson,0.066085171,0.071923556,0.110757262,0.123949931,0.126228563,0.09944541,0.132512878,0.167718459,0.172162551,0.175127402,0.296652024,0.295440713,0.294141562,0.431519208,0.431519208,0.431519208
613014,CA|Chico,0.077566246,0.083863017,0.127818118,0.14146881,0.143226721,0.108319852,0.141321385,0.181200965,0.18519928,0.187731352,0.317055848,0.315874496,0.314607476,0.454556721,0.454556721,0.454556721
613210,CA|Chino,0.071443006,0.077570898,0.119051186,0.132617815,0.134297034,0.101746358,0.135608896,0.173935224,0.177964906,0.180584448,0.305097279,0.303897544,0.302610809,0.4412479,0.4412479,0.4412479
613214,CA|Chino Hills,0.063023551,0.067728035,0.101761994,0.112688356,0.113880342,0.084897709,0.115357987,0.149525248,0.153098745,0.155613301,0.266282004,0.265029829,0.26368685,0.396331745,0.396331745,0.396331745
613392,CA|Chula Vista,0.065319766,0.070603263,0.107315738,0.119366586,0.121307091,0.096823174,0.12995506,0.165751565,0.170340924,0.173168636,0.295422906,0.294214142,0.292917723,0.430212428,0.430212428,0.430212428
613588,CA|Citrus Heights,0.082158676,0.088962083,0.136063107,0.150582188,0.152289627,0.110232411,0.145581391,0.184865722,0.189332808,0.191983082,0.322680157,0.321503924,0.320242395,0.460694492,0.460694492,0.460694492
614218,CA|Clovis,0.073739221,0.080783884,0.126089187,0.141496162,0.143293021,0.106118704,0.140227058,0.179013893,0.183198473,0.185887986,0.311035541,0.309838061,0.308553743,0.446681977,0.446681977,0.446681977
615044,CA|Compton,0.082924081,0.091319775,0.144063424,0.161923035,0.16502651,0.133311996,0.173279517,0.21629472,0.221799613,0.225077833,0.375045159,0.37394238,0.372759632,0.521745897,0.521745897,0.521745897
616000,CA|Concord,0.070677601,0.077215627,0.119850399,0.134320519,0.137240102,0.10357913,0.135291522,0.171559757,0.176199779,0.179070588,0.300911038,0.299700995,0.298403205,0.435118481,0.435118481,0.435118481
616350,CA|Corona,0.067615981,0.074105756,0.11562596,0.130130748,0.132785965,0.102979673,0.136207859,0.174367925,0.178195263,0.180810498,0.304115805,0.302911461,0.301619782,0.439134052,0.439134052,0.439134052
616532,CA|Costa Mesa,0.069146791,0.074743921,0.113709479,0.126253887,0.128308943,0.100557234,0.132847936,0.16875339,0.174041419,0.177049924,0.301053254,0.299851213,0.298562003,0.436327045,0.436327045,0.436327045
617918,CA|Daly City,0.058431121,0.062918475,0.094789226,0.105460793,0.107541622,0.086027971,0.115340476,0.146818454,0.15184048,0.154938696,0.266078792,0.264828072,0.263486654,0.396342422,0.396342422,0.396342422
619766,CA|Downey,0.065319766,0.07154416,0.111450456,0.125495483,0.128197237,0.101521756,0.134663378,0.169992406,0.174487211,0.177469271,0.299370392,0.29816039,0.296862644,0.434017363,0.434017363,0.434017363
621712,CA|El Cajon,0.077566246,0.08357351,0.126545897,0.139582996,0.141098056,0.111329789,0.147989999,0.187793349,0.192887517,0.195837355,0.332590766,0.331437493,0.330200589,0.473190508,0.473190508,0.473190508
622230,CA|El Monte,0.066850576,0.073171472,0.113880731,0.128061822,0.130713854,0.11251726,0.149160669,0.188309846,0.193201229,0.196293177,0.332279159,0.331122782,0.329882549,0.473465213,0.473465213,0.473465213
622020,CA|Elk Grove,0.072973816,0.078715699,0.119361092,0.13204113,0.133604987,0.097100498,0.12982637,0.165986978,0.17007762,0.172648765,0.292587516,0.29137028,0.290064774,0.426298709,0.426298709,0.426298709
622804,CA|Escondido,0.072208411,0.077950294,0.118357991,0.131072263,0.132820792,0.105525428,0.140735323,0.178895927,0.183786429,0.186687225,0.31748876,0.316312703,0.315051363,0.455758082,0.455758082,0.455758082
623182,CA|Fairfield,0.076800841,0.082928733,0.126072888,0.139399885,0.141108877,0.106420139,0.141312253,0.180115736,0.18464049,0.187348035,0.317202097,0.316022381,0.314757115,0.455019441,0.455019441,0.455019441
624638,CA|Folsom,0.069912196,0.0754852,0.114606561,0.127065603,0.128751185,0.091243724,0.12224723,0.156441439,0.160343201,0.162877843,0.275900929,0.274657492,0.273323886,0.406161522,0.406161522,0.406161522
624680,CA|Fontana,0.075270031,0.082145815,0.127353259,0.142333838,0.144324929,0.112120523,0.148262958,0.189344451,0.19366151,0.19634589,0.330121188,0.328956663,0.327707691,0.470356956,0.470356956,0.470356956
626000,CA|Fremont,0.059961931,0.063653142,0.093296819,0.102212537,0.103426032,0.078661589,0.107792367,0.138691612,0.1427436,0.145493946,0.252475304,0.251208659,0.249850161,0.380092443,0.380092443,0.380092443
627000,CA|Fresno,0.079097056,0.087468625,0.138941904,0.156921549,0.159351015,0.12561119,0.164129514,0.208229807,0.212968311,0.215786748,0.358763292,0.357633788,0.356422375,0.502188739,0.502188739,0.502188739
628000,CA|Fullerton,0.066085171,0.071272166,0.107894764,0.119706848,0.121647988,0.095944389,0.127460566,0.162405869,0.167524037,0.170489378,0.291028798,0.289813564,0.288510205,0.42510042,0.42510042,0.42510042
629000,CA|Garden Grove,0.065319766,0.070386133,0.106361572,0.117952225,0.119848003,0.100270822,0.133369036,0.170088864,0.175410188,0.178421887,0.305525643,0.304335378,0.303058798,0.442839798,0.442839798,0.442839798
630000,CA|Glendale,0.069146791,0.074526791,0.112755313,0.124839526,0.126421324,0.097667662,0.130913604,0.166259829,0.170670558,0.173622358,0.295742251,0.294533219,0.293236512,0.43013374,0.43013374,0.43013374
632548,CA|Hawthorne,0.075270031,0.082483573,0.128837517,0.144533955,0.147244399,0.116053951,0.152333997,0.191195009,0.196152329,0.199269957,0.334063544,0.332902751,0.331657781,0.474394764,0.474394764,0.474394764
633000,CA|Hayward,0.072208411,0.077733164,0.117403825,0.129657902,0.131542605,0.100945118,0.134298771,0.170081528,0.174874969,0.177824738,0.302728372,0.301529698,0.3002441,0.438204308,0.438204308,0.438204308
633182,CA|Hemet,0.079097056,0.086744858,0.135761351,0.152207012,0.154873837,0.121896144,0.15944254,0.202877299,0.207200803,0.20993232,0.351040324,0.349904021,0.348685318,0.493789357,0.493789357,0.493789357
633434,CA|Hesperia,0.082158676,0.089396343,0.137971439,0.15341091,0.155081348,0.120993473,0.159476026,0.20332373,0.207900243,0.210640427,0.353901133,0.352772946,0.351562947,0.497754757,0.497754757,0.497754757
636000,CA|Huntington Beach,0.067615981,0.072634097,0.109158836,0.120544524,0.122193726,0.092181984,0.122771127,0.15663168,0.161596139,0.164524162,0.281102616,0.27987236,0.278552891,0.413001949,0.413001949,0.413001949
636448,CA|Indio,0.071443006,0.078994306,0.125306273,0.141889737,0.145165219,0.115783315,0.151513133,0.192800579,0.196949953,0.199643351,0.333333526,0.332168738,0.330919484,0.472994059,0.472994059,0.472994059
636546,CA|Inglewood,0.079862461,0.08779977,0.138036672,0.155061694,0.158021231,0.123807781,0.161419107,0.201815129,0.207005022,0.210192732,0.350549094,0.34940959,0.348187453,0.493481899,0.493481899,0.493481899
636770,CA|Irvine,0.059961931,0.063990899,0.094781077,0.104412654,0.105810827,0.082236134,0.111295772,0.143229686,0.147835018,0.15067073,0.260346472,0.259090056,0.257742529,0.38954782,0.38954782,0.38954782
639496,CA|Lake Forest,0.065319766,0.070217254,0.105619443,0.116852167,0.118590379,0.090996658,0.121425896,0.155079657,0.160002502,0.162919778,0.27875197,0.277518823,0.276196253,0.410360034,0.410360034,0.410360034
639892,CA|Lakewood,0.065319766,0.070748017,0.107951848,0.120309493,0.122281103,0.094223996,0.126227495,0.16022893,0.164509405,0.167425789,0.284580389,0.2833525,0.282035569,0.416913277,0.416913277,0.416913277
640130,CA|Lancaster,0.076035436,0.08312835,0.129310525,0.144717066,0.14724777,0.118019654,0.155127919,0.194877834,0.199914334,0.20305272,0.341161682,0.340013622,0.33878231,0.482569345,0.482569345,0.482569345
641992,CA|Livermore,0.071443006,0.076412871,0.113962301,0.125074557,0.126502372,0.09193947,0.123307341,0.156833296,0.161314671,0.164182362,0.280746655,0.27951621,0.278196536,0.412002853,0.412002853,0.412002853
643000,CA|Long Beach,0.070677601,0.076950246,0.118684196,0.132591855,0.134854075,0.106306986,0.140942257,0.177902973,0.18256907,0.185598649,0.313524122,0.312337128,0.311064057,0.450684328,0.450684328,0.450684328
644000,CA|Los Angeles,0.069912196,0.076281343,0.118105169,0.132251593,0.134671427,0.107869633,0.142881774,0.18026235,0.184979861,0.188024396,0.317474787,0.31629353,0.315026612,0.455320042,0.455320042,0.455320042
644574,CA|Lynwood,0.076800841,0.084786401,0.134236308,0.151500528,0.154780766,0.128795219,0.168005253,0.210144537,0.215514782,0.218752502,0.365526994,0.36441186,0.363215861,0.510709578,0.510709578,0.510709578
645484,CA|Manteca,0.076035436,0.083248978,0.129840617,0.145502822,0.147861004,0.111441214,0.146291884,0.187129481,0.191127027,0.19395882,0.324573913,0.323397427,0.322135626,0.462708091,0.462708091,0.462708091
646842,CA|Menifee,0.071443006,0.078125786,0.12148961,0.136232293,0.138715266,0.106123201,0.140041911,0.179050122,0.182958959,0.185593318,0.311767091,0.310573807,0.30929399,0.447936049,0.447936049,0.447936049
646898,CA|Merced,0.079097056,0.086238221,0.133534964,0.148906837,0.150473261,0.122773606,0.162507634,0.208560912,0.213109417,0.215761424,0.363434311,0.362322685,0.361130449,0.508463182,0.508463182,0.508463182
647766,CA|Milpitas,0.056134906,0.059922619,0.088705391,0.097996806,0.099597856,0.080703744,0.109457888,0.141305291,0.14577058,0.148550077,0.257680611,0.256421778,0.255071658,0.387021338,0.387021338,0.387021338
648256,CA|Mission Viejo,0.066085171,0.070886157,0.106198469,0.117192429,0.118773417,0.088343154,0.118066718,0.150902487,0.155714237,0.158604762,0.27145034,0.270205915,0.268871249,0.401625337,0.401625337,0.401625337
648354,CA|Modesto,0.076800841,0.084424517,0.132646031,0.14914326,0.151427746,0.116028393,0.15236589,0.194556765,0.198628176,0.201249741,0.335863781,0.33470258,0.333457172,0.475912804,0.475912804,0.475912804
649270,CA|Moreno Valley,0.074504626,0.082128302,0.12963673,0.146236659,0.149299498,0.117308673,0.153404273,0.195135568,0.19932549,0.202028197,0.337232686,0.336073749,0.33483077,0.477807677,0.477807677,0.477807677
649670,CA|Mountain View,0.061492741,0.066052472,0.099119683,0.109807714,0.111669921,0.084848658,0.113639505,0.145689773,0.150271586,0.153084263,0.262795444,0.261538697,0.260190815,0.391401408,0.391401408,0.391401408
650076,CA|Murrieta,0.068381386,0.074533403,0.115144803,0.128899498,0.131176846,0.098246794,0.130390625,0.167227012,0.170929884,0.173515538,0.292400963,0.291180034,0.289870566,0.425334093,0.425334093,0.425334093
650258,CA|Napa,0.072973816,0.07876395,0.119573128,0.132355432,0.134240892,0.101232952,0.133842719,0.170162335,0.174500011,0.177538212,0.301096416,0.299892853,0.298602011,0.436009568,0.436009568,0.436009568
651182,CA|Newport Beach,0.064554361,0.069089966,0.103026066,0.113526032,0.114993788,0.084413786,0.113318172,0.145173252,0.149832102,0.152684666,0.261971863,0.260713954,0.259364825,0.390465206,0.390465206,0.390465206
652526,CA|Norwalk,0.065319766,0.071616537,0.111768512,0.125966937,0.128735068,0.104480461,0.138495911,0.174783157,0.17938187,0.18239312,0.30781458,0.306617945,0.305334534,0.444095199,0.444095199,0.444095199
653000,CA|Oakland,0.079097056,0.085128445,0.128658116,0.141677881,0.143445623,0.108638138,0.143631026,0.181283732,0.186341192,0.189360721,0.321169296,0.319996936,0.318739561,0.45958062,0.45958062,0.45958062
653322,CA|Oceanside,0.069912196,0.07526807,0.113652395,0.125651242,0.127248429,0.098468946,0.131970523,0.168190348,0.172835531,0.175676682,0.299485019,0.298282376,0.29699252,0.434691219,0.434691219,0.434691219
653896,CA|Ontario,0.076035436,0.082983597,0.128674415,0.143774159,0.145758446,0.113211336,0.14959611,0.190970063,0.195317414,0.198008572,0.332772609,0.331611871,0.330366961,0.473338078,0.473338078,0.473338078
653980,CA|Orange,0.067615981,0.073068357,0.111067168,0.123373246,0.125427617,0.098322818,0.130153078,0.16550633,0.170707725,0.17369477,0.29568629,0.294476568,0.29317912,0.430169721,0.430169721,0.430169721
654652,CA|Oxnard,0.071443006,0.078391167,0.122655812,0.137960956,0.14087153,0.114761627,0.149738838,0.19024207,0.195017685,0.197834888,0.332603219,0.331442201,0.33019699,0.472745429,0.472745429,0.472745429
655156,CA|Palmdale,0.075270031,0.08233882,0.128201406,0.143591048,0.146168738,0.117035289,0.153892882,0.193364694,0.198368371,0.201497525,0.338566329,0.337414177,0.336178475,0.479528392,0.479528392,0.479528392
656000,CA|Pasadena,0.065319766,0.070868645,0.10848194,0.12109525,0.123177487,0.095457851,0.127696547,0.161965955,0.166284478,0.169212346,0.287323153,0.286098804,0.28478567,0.42005873,0.42005873,0.42005873
656700,CA|Perris,0.075270031,0.083376219,0.132760199,0.15034855,0.153782001,0.124768415,0.162554936,0.20635366,0.210738924,0.213487643,0.355647627,0.354515161,0.353300571,0.49913712,0.49913712,0.49913712
657792,CA|Pleasanton,0.065319766,0.069421111,0.102120835,0.111666177,0.112803861,0.0811746,0.110462271,0.141588338,0.145709703,0.148480751,0.256238647,0.254974841,0.253619387,0.383613755,0.383613755,0.383613755
658072,CA|Pomona,0.069912196,0.076836231,0.120543593,0.135866071,0.138794793,0.114074785,0.150214621,0.188887025,0.193793279,0.196894415,0.33102434,0.329860911,0.328613113,0.470981232,0.470981232,0.470981232
659451,CA|Rancho Cucamonga,0.070677601,0.076419484,0.116351791,0.129134529,0.130539514,0.096087052,0.12864052,0.165395319,0.169265847,0.171849727,0.291072081,0.289852339,0.288544145,0.424623082,0.424623082,0.424623082
659920,CA|Redding,0.078331651,0.084604296,0.1287152,0.142280526,0.143632372,0.107744771,0.144275327,0.185647654,0.189184852,0.191542816,0.323967406,0.322797683,0.321543135,0.462501381,0.462501381,0.462501381
659962,CA|Redlands,0.073739221,0.079601732,0.120894284,0.133795753,0.135022195,0.098629506,0.131849662,0.169392994,0.173337787,0.175937788,0.297848668,0.296639137,0.295341895,0.432430873,0.432430873,0.432430873
660018,CA|Redondo Beach,0.061492741,0.066148974,0.099543757,0.110436319,0.112045471,0.083113517,0.112694744,0.143972704,0.14789851,0.150710823,0.257949511,0.256683954,0.255326624,0.385489646,0.385489646,0.385489646
660102,CA|Redwood City,0.067615981,0.073526743,0.113081518,0.126359119,0.128985824,0.09695885,0.127388654,0.160333913,0.165749333,0.168966319,0.285530013,0.284299712,0.282980194,0.417241271,0.417241271,0.417241271
660466,CA|Rialto,0.080627866,0.088106789,0.137025422,0.153044688,0.155074625,0.120236787,0.158090503,0.201251594,0.205790819,0.208525541,0.349290307,0.348152504,0.346932191,0.492452523,0.492452523,0.492452523
660620,CA|Richmond,0.076800841,0.084424517,0.132646031,0.14914326,0.152551784,0.117920485,0.152374398,0.192067648,0.197168633,0.200157093,0.334023049,0.332858804,0.331610132,0.473836047,0.473836047,0.473836047
662000,CA|Riverside,0.071443006,0.078487669,0.123079886,0.138589561,0.141402747,0.11029698,0.145018387,0.185032595,0.18904602,0.191705913,0.321207102,0.320026442,0.318760164,0.459073787,0.459073787,0.459073787
662938,CA|Roseville,0.069912196,0.075026814,0.112592211,0.12407973,0.125846429,0.093429825,0.123551355,0.160064116,0.163794803,0.166380011,0.283826602,0.282600055,0.281284563,0.416002552,0.416002552,0.416002552
664000,CA|Sacramento,0.079862461,0.086762371,0.13347788,0.148304192,0.150307533,0.113159095,0.149360373,0.189618605,0.194179786,0.196848354,0.330961728,0.329798394,0.328550699,0.470821281,0.470821281,0.470821281
664224,CA|Salinas,0.074504626,0.082080051,0.129424693,0.145922356,0.148416301,0.119381628,0.156490016,0.198462073,0.203590334,0.206654396,0.345832226,0.344687908,0.343460608,0.487818565,0.487818565,0.487818565
665000,CA|San Bernardino,0.0859857,0.093971261,0.146273512,0.163126933,0.165109244,0.132191995,0.173174509,0.220037282,0.224925247,0.227735153,0.381181503,0.380092257,0.378924023,0.529420704,0.529420704,0.529420704
665042,CA|San Buenaventura (Ventura),0.069912196,0.075822958,0.116090819,0.12926572,0.131356503,0.099254665,0.130934062,0.167345348,0.171641017,0.174347144,0.294965188,0.29375049,0.292447707,0.428578724,0.428578724,0.428578724
666000,CA|San Diego,0.066085171,0.071006785,0.106728562,0.117978185,0.119516193,0.092869064,0.125241793,0.160153915,0.16461437,0.167409369,0.28653896,0.285318491,0.284009518,0.419809159,0.419809159,0.419809159
667000,CA|San Francisco,0.064554361,0.068703957,0.101329771,0.111011612,0.112334606,0.087582221,0.119605956,0.149965969,0.154438902,0.157944193,0.272752745,0.27151585,0.270189259,0.404474152,0.404474152,0.404474152
668000,CA|San Jose,0.063788956,0.068758821,0.103931297,0.115385886,0.117434523,0.092586026,0.123133859,0.157288744,0.162172357,0.165057241,0.282425334,0.281197665,0.279880969,0.414770546,0.414770546,0.414770546
668084,CA|San Leandro,0.071443006,0.076533499,0.114492393,0.125860313,0.127401809,0.096644236,0.129314711,0.164288659,0.168944889,0.171856941,0.293811855,0.29260202,0.291304451,0.427978134,0.427978134,0.427978134
668196,CA|San Marcos,0.068381386,0.07352013,0.110692029,0.122299147,0.123832566,0.096506714,0.129723608,0.165598835,0.170184143,0.173009676,0.295606628,0.294399363,0.293104551,0.430271564,0.430271564,0.430271564
668252,CA|San Mateo,0.066085171,0.071537547,0.109060967,0.121435512,0.123763052,0.093157968,0.123153925,0.155543229,0.160819389,0.163994716,0.278487606,0.277249442,0.275921491,0.409275412,0.409275412,0.409275412
668378,CA|San Ramon,0.059961931,0.064618164,0.097537556,0.108498585,0.110579523,0.081262051,0.108953551,0.140145408,0.144078449,0.146766954,0.250891718,0.24961449,0.248244641,0.377097743,0.377097743,0.377097743
669000,CA|Santa Ana,0.072208411,0.078939442,0.122704747,0.137515463,0.140359718,0.118246288,0.15426571,0.194627982,0.200606289,0.203785614,0.344002781,0.342862406,0.341639336,0.48654638,0.48654638,0.48654638
669070,CA|Santa Barbara,0.069146791,0.075081678,0.115193737,0.128454004,0.130476375,0.099349928,0.130235961,0.165986076,0.170927128,0.173765614,0.293881398,0.292664709,0.29135979,0.42752273,0.42752273,0.42752273
669084,CA|Santa Clara,0.061492741,0.065907718,0.098483572,0.108864807,0.11059096,0.085516443,0.114754666,0.147288872,0.151911496,0.154732208,0.266255073,0.265005242,0.263664778,0.395866499,0.395866499,0.395866499
669088,CA|Santa Clarita,0.066085171,0.071537547,0.109060967,0.121435512,0.123360135,0.093581684,0.125332627,0.159062024,0.163317355,0.166227027,0.282372493,0.281140754,0.279819693,0.414010723,0.414010723,0.414010723
669196,CA|Santa Maria,0.077566246,0.084852165,0.132164873,0.14791201,0.150402746,0.122668368,0.15859824,0.200638603,0.206445893,0.209479105,0.351839521,0.350707527,0.349493444,0.495142684,0.495142684,0.495142684
670000,CA|Santa Monica,0.063788956,0.06871057,0.103719261,0.115071584,0.116716781,0.08668304,0.116997859,0.149105397,0.153143271,0.155988649,0.266249992,0.264995972,0.263651014,0.39514212,0.39514212,0.39514212
670098,CA|Santa Rosa,0.075270031,0.081132542,0.122900485,0.135733487,0.137522369,0.101269799,0.133959737,0.170535716,0.174814646,0.177522749,0.300749079,0.299544344,0.298252246,0.435440414,0.435440414,0.435440414
672016,CA|Simi Valley,0.068381386,0.073833762,0.112070268,0.124342113,0.126147112,0.094571191,0.125508062,0.160946946,0.165107827,0.167781308,0.285104639,0.283877418,0.282561203,0.417227596,0.417227596,0.417227596
673080,CA|South Gate,0.070677601,0.078156524,0.123985117,0.140449416,0.143817914,0.119552892,0.156605167,0.196333333,0.201402843,0.20455357,0.342478708,0.341329641,0.340097248,0.483998009,0.483998009,0.483998009
675000,CA|Stockton,0.076800841,0.08430389,0.132115939,0.148357504,0.150906249,0.119734242,0.156867949,0.200473444,0.204698511,0.207593866,0.347555074,0.346414203,0.345190599,0.489994581,0.489994581,0.489994581
